sep=,
ARQXAUH1187B9BA010,"Chickasaw County, MS",33.907,-88.955,Glen Campbell And Bobbie Gentry,0.385,0.582,classic pop and rock,1.000,SOSXYJQ12A6D4FB699,ARJOEGM1187B9B8F24,-13.881,country blues,183.118,0.099,0.663,0.569,0.071,0.125,7.000,0.590,1,0.627,176.448,0.044,0.071,101.577,0.975,4.000,0.000,0.555,60339,The Best of Bobbie Gentry: The Capitol Years,Mornin' Glory,1968
ARHPDQM1187FB3C318,"Leona, Texas",31.155,-95.967,Albert Collins,0.396,0.628,blues,2.000,SOWISQE12A6D4F7DBB,ARBU6D71187B9B5319,-11.893,texas blues,356.258,0.013,1.641,0.000,0.988,0.000,7.000,0.270,1,0.227,341.188,0.096,0.505,94.557,1.000,4.000,0.536,0.427,28610,Collins Mix,Same Old Thing,1993
ARXB7B21187B98BEF0,Not available,37.157,-63.933,Marisela,0.390,0.571,latin,1.000,SORTBWU12AB017CC09,ARP05Q01187B9B5A10,-9.994,cumbia,232.150,0.023,1.046,1.000,0.430,0.369,10.000,0.675,1,0.643,223.655,1.000,0.119,98.070,0.999,4.000,0.476,0.212,536933,Voz Y Sentimiento,Decidete,0
ARNUFGE1187B9B7881,"New York, NY [The Bronx]",40.857,-73.857,THE CHIFFONS,0.398,0.600,classic pop and rock,1.000,SOAYZDX12A8C13B9C1,ARXY7M01187B9B7611,-6.863,doo-wop,138.762,0.594,0.565,0.877,0.054,0.183,9.000,0.596,1,0.594,131.506,0.359,0.054,122.939,0.924,4.000,0.911,0.394,209881,The Chiffons Absolutetly The Best!,Did You Ever Go Steady,1963
ARGR98V1187FB3A1B9,Not available,37.157,-63.933,Andreas Dorau,0.382,0.502,,0.000,SOSUEYB12A6D4FBF7E,ARKI64B1187FB48606,-11.188,tech house,312.946,0.563,0.712,0.563,0.712,0.218,7.000,0.604,1,0.568,299.131,1.000,0.242,84.994,0.943,1.000,1.000,0.383,126060,Compact Disco Volume Two - Ladomat 2000,So Ist Das Nun Mal,1997
ARED2DG1187FB3CB4D,Not available,37.157,-63.933,Tantric,0.467,0.721,,0.000,SOZFZMX12AB018BE08,AR3FOK11187FB3F4EE,-2.741,post-grunge,176.431,0.212,0.607,0.908,0.182,0.113,9.000,0.622,0,0.531,165.605,0.563,0.182,140.111,1.000,4.000,0.994,0.643,570488,Mind Control,Coming Undone,2009
ARRZZRW1187B9A06E3,Not available,37.157,-63.933,Rachel Portman,0.394,0.604,production music,1.000,SOQHAXR12A8C142BC7,ARNMSZK1187B9A0CDB,-25.752,soft rock,161.436,0.049,1.123,0.000,0.405,2.165,7.000,0.089,1,0.539,152.636,0.000,0.405,91.889,0.921,4.000,0.255,0.249,313944,The Sisterhood of the Traveling Pants 2,The Letters,2008
AR3THYK1187B999F1F,Not available,37.157,-63.933,JoAPSo Gilberto,0.471,0.645,brazilian,2.000,SOHBPQS12A58A7A631,ARFETPU124549A3F38,-22.083,brazilian jazz,312.058,0.097,3.721,0.804,1.582,1.170,2.000,0.099,1,0.175,303.624,0.087,1.309,55.596,0.998,4.000,0.000,0.532,53673,Joao,Eu E Meu Coracao,1991
AREHMUC1187B98B91B,Not available,37.157,-63.933,Java,0.360,0.625,,0.000,SOJSKKY12A8C134B10,ARVEJ9M1187FB4DC44,-6.371,musette,190.693,0.558,0.853,0.463,0.170,0.000,7.000,0.542,1,0.553,187.548,0.386,0.170,89.689,0.872,4.000,0.609,0.507,291359,"Safari CroisiA""re",Cendrier,0
AREMPZY1187B9B8FF3,Jackson MS,37.157,-63.933,David Banner / Sky / Marcus,0.512,0.806,,0.000,SOVSHWF12AF72A75EF,ARCHCB01187B9AA577,-4.043,crunk,263.471,0.089,0.954,0.655,0.133,0.101,7.000,0.027,1,0.352,241.853,0.930,0.133,147.327,0.947,4.000,0.551,0.320,46559,MTA2-Baptized In Dirty Water,My Lord,0
ARH6W4X1187B99274F,"Oxford, UK",37.157,-63.933,Radiohead,0.605,0.900,rock,5.000,SOKIZGL12AB018342D,ARN5NHX1187FB4F755,-13.708,british pop,204.068,0.079,2.046,0.330,2.046,2.496,4.000,0.234,0,0.303,194.206,0.447,1.780,111.629,1.000,3.000,1.000,0.546,404997,Pablo Honey (Collector's Edition),You (Demo),2009
ARS8KBY1187FB4BC7E,"Philadelphia, PA",39.952,-75.162,Kurupt,0.412,0.633,,0.000,SORQTDS12AB0186ED3,ARWRRFW1187FB3A525,-7.804,gangster rap,207.986,0.178,0.980,0.706,0.402,0.000,1.000,0.707,0,0.622,207.986,0.732,0.112,103.596,1.000,5.000,1.000,0.763,643394,Tha Streetz Iz A Mutha,Girls All Pause,1999
AR035N21187FB3938E,Earth,34.233,-102.410,BT,0.512,0.786,trance,2.000,SOEGJRT12A6D4FCD65,AR7M4QL1187B9AE979,-7.652,electronica,214.543,0.429,1.137,0.471,0.746,12.179,2.000,0.245,1,0.414,210.947,0.068,0.746,150.082,1.000,4.000,0.916,0.328,64190,Stealth,Henrys Death,2005
ARCLJQZ11E2835CE37,"Oakland, CA",37.805,-122.273,Alvin Youngblood Hart,0.348,0.524,folk,1.000,SOSNDGZ12AB017D82F,ARYQQSV1252CCF982A,-9.186,blues-rock,208.849,0.722,0.574,0.722,0.574,0.334,3.000,0.000,1,0.094,195.587,0.000,0.240,111.523,0.915,1.000,0.000,0.335,620938,Screamin' and Hollerin' The Blues,Screamin' & Hollerin' The Blues,0
ARASYMJ1187B9ACAF2,"London, England",51.506,-0.127,Whitesnake,0.531,0.822,british,3.000,SOGEBZO12A67ADF488,ARR3GSP1187B9AD4C4,-6.186,blues-rock,209.998,0.172,1.655,0.000,0.406,0.976,7.000,0.640,1,0.446,200.899,0.493,0.195,145.689,0.947,5.000,0.286,0.668,66818,Saints And Sinners,Young Blood (2007 Digital Remaster),0
AR6IJ6U1187B99FC7C,Not available,37.157,-63.933,Alberto Cortez,0.328,0.507,,0.000,SOTWTSO12A8C142128,ARE401M1187B99DCDB,-6.752,chanson,183.170,0.067,1.127,0.747,0.434,0.270,3.000,0.343,1,0.410,168.687,0.283,0.062,91.584,1.000,7.000,0.505,0.335,122921,ColecciA3n Diamante: Alberto Cortez,Guitarra Dimelo Tu,0
AR65OLD1187FB5C103,Not available,37.157,-63.933,P.O.D.,0.533,0.860,,0.000,SOBZIBE12A58A7FF40,AR5H4CJ1187B9AE949,-4.436,alternative metal,195.813,0.024,1.149,0.712,0.338,0.299,2.000,0.430,0,0.506,184.332,0.850,0.137,146.063,0.985,4.000,1.000,0.612,5976,Payable On Death,Wildfire (Album Version),0
AR2FAMK1187FB4CF60,"Ukiah, CA",37.157,-63.933,AFI,0.555,0.909,hardcore punk,1.000,SOKAVYA12AB0188454,ARKR75V1187FB3D4D5,-4.606,post-hardcore,176.613,0.016,1.875,0.813,0.589,0.000,8.000,0.100,1,0.375,176.613,0.722,0.266,94.937,0.941,4.000,0.642,0.867,589791,Crash Love,Too Shy To Scream,2009
ARM7EDF1187B9B3FA1,Not available,37.157,-63.933,Guns N' Roses,0.714,0.844,hard rock,3.000,SODXTMM12AF729F8F1,ARE8GLF1187FB52532,-8.591,heavy metal,237.139,0.000,1.903,0.000,1.903,3.257,8.000,0.602,1,0.462,229.767,0.088,1.903,156.650,0.939,1.000,0.276,0.720,226115,Lies / Appetite For Destruction,Mama Kin,1986
ARGGD1E1187B98FA9D,Not available,37.157,-63.933,Parachute Band,0.442,0.634,,0.000,SOBQQCL12AB0180A33,ARA9XVN1187B98F7CB,-3.353,ccm,199.288,0.554,0.669,0.377,0.247,2.212,2.000,0.392,1,0.474,195.483,0.812,0.035,141.749,1.000,4.000,0.554,0.568,326937,Technicolor,No Eye Has Seen,0
ARIKFQP1187B99A246,Not available,37.157,-63.933,Stille Volk,0.408,0.565,,0.000,SOUMWKR12AB0181548,AR3Q6QR1187FB4CDF0,-12.685,neofolk,276.375,0.311,2.863,0.585,2.071,6.861,5.000,0.000,1,0.000,269.009,0.072,2.071,149.971,0.967,4.000,0.392,0.451,331557,Maudat,Orgasme Tellurique,2003
AROLMXS1241B9C6915,Not available,37.157,-63.933,An Cafe,0.314,0.455,,0.000,SOEXCSV12A8C13D4EE,AR7XLQX1187B99A7EA,-4.329,dance rock,233.038,0.199,0.671,0.930,0.199,2.757,5.000,0.276,1,0.318,219.974,0.144,0.199,131.059,1.000,4.000,0.000,0.212,359463,Goku Tama Rock Cafe,S*B*Y,0
ARKZ68G1187B98B189,"Leeds, England",53.794,-1.547,Gang Of Four,0.455,0.684,uk,2.000,SOXXMWC12A67AD7296,ARDG9Z71187B997023,-17.763,dance-punk,273.998,0.427,0.718,1.000,0.195,0.402,1.000,0.510,1,0.522,260.383,0.549,0.195,117.000,0.839,4.000,0.783,0.492,16298,A Brief History Of The 20th Century,Is It Love,1983
ARRVUWA1187B9A0FE2,Cuba,21.511,-77.807,Orquesta Aragon,0.333,0.509,,0.000,SOEFDKH12A58A7BECD,AR2HU081187FB5B263,-13.143,charanga,308.767,0.112,2.750,0.404,0.671,0.758,9.000,0.849,0,0.585,303.775,0.110,0.446,91.548,1.000,5.000,0.573,0.341,234236,Homenaje,Eso No Tiene Remedio,0
ARXRVY51187B99E98E,"Ottawa, ON, Canada",45.422,-75.692,Jim Bryson,0.428,0.519,,0.000,SOKPWEP12A8C137A4B,ARR035B1187B99EF11,-7.101,singer-songwriter,276.218,0.113,0.914,1.000,0.300,0.253,5.000,0.468,1,0.391,262.037,1.000,0.300,97.431,1.000,4.000,0.000,0.229,98397,The North Side Benches,Fleetwood,0
ARUEYGC1187FB3D94B,"Chicago, IL",41.884,-87.632,The Chi-Lites,0.403,0.607,classic pop and rock,1.000,SOZSESR12AC468B782,ARV03D41187FB413E8,-10.955,disco,274.834,0.381,1.413,0.577,0.522,0.452,9.000,0.401,1,0.429,268.336,0.311,0.522,139.925,1.000,4.000,0.000,0.474,735578,The Chi-Lites Live In Concert,The Coldest Days Of My Life,1972
ARCCRTI11F4C845308,Not available,37.157,-63.933,White Heart,0.338,0.477,,0.000,SOVJXVJ12A8C13517D,ARIYJXD1187B98C70E,-9.998,ccm,298.840,0.000,0.369,0.443,0.369,19.093,5.000,0.596,1,0.567,289.460,0.000,0.168,113.277,1.000,4.000,0.872,0.266,148547,Tales Of Wonder,Where The Thunder Roars (Tales Of Wonder Album Version),0
ARIZODP1187B9AD272,"Washington, England",54.898,-1.532,Bryan Ferry,0.562,0.695,british,2.000,SOUKMIK12A6D4F671E,ARYAUMZ1187B9A2A40,-18.161,glam rock,35.657,0.144,0.657,0.857,0.087,0.189,7.000,0.000,0,0.000,32.316,0.000,0.087,82.568,1.000,3.000,1.000,0.435,27384,Frantic,Ja Nun Hons Pris,2002
ARH861H1187B9B799E,"Kingsland, AR",37.157,-63.933,Johnny Cash,0.735,0.817,country,5.000,SOIQENV12A8C133A29,ARZ7MPB1187B98CA77,-10.060,honky tonk,162.298,0.489,0.851,0.000,0.161,2.206,9.000,0.542,1,0.520,156.415,0.227,0.161,170.995,1.000,4.000,1.000,0.579,281825,Wanted Man: The Johnny Cash Collection,Lonesome To The Bone,1974
ARCOAC111C8A417478,Not available,37.157,-63.933,Svartthron,0.306,0.473,,0.000,SOEOYVV12AB018E429,AREZUUK1187B9AB34E,-9.663,black metal,323.604,0.233,1.931,0.790,0.596,0.560,9.000,0.499,1,0.405,315.077,0.828,0.262,90.126,1.000,3.000,1.000,0.373,719534,Kraujo Estetika,Sparnuotoji Doze. Laukimas,0
AR189B91187B9B8D9C,Not available,37.157,-63.933,Gustavo Cerati,0.430,0.695,espaA+-ol,1.000,SOKHDOO12AB01825E3,ARV4TAT1187FB3BDE8,-10.906,electronica,237.688,0.012,1.872,1.000,0.601,0.264,6.000,0.102,0,0.294,213.879,1.000,0.284,94.009,1.000,4.000,0.747,0.569,550709,Siempre Es Hoy/Reversiones,Amo Dejarte Asi,0
AR9YV621187B99373E,Not available,37.157,-63.933,Marco Beltrami,0.379,0.595,italian,1.000,SOVDSBD12A8C13DF47,ARU52PB1187FB58E46,-20.823,soundtrack,91.376,0.023,0.818,0.344,0.818,4.383,11.000,0.632,1,0.473,91.376,0.074,0.566,119.729,1.000,4.000,0.000,0.405,114949,Live Free Or Die Hard,Dead Hackers,2007
AR21YNH1187FB49649,London,51.506,-0.127,Ms. Dynamite / Kymani Marley,0.384,0.590,rnb,1.000,SOAOXTG12A67021AA7,AR5DC8S1187B9958BE,-11.224,grime,202.213,0.050,0.699,1.000,0.033,0.178,7.000,0.756,1,0.525,195.286,1.000,0.033,89.996,0.922,4.000,0.743,0.586,13924,A Little Deeper,Seed Will Grow,2002
AR567PN1187FB4B4F2,Not available,37.157,-63.933,Moss,0.390,0.603,,0.000,SOOHZIM12A67ADDB09,AR3XD8U1187FB3BB76,-7.736,future jazz,206.576,0.047,1.141,0.929,0.136,0.073,4.000,0.760,0,0.628,201.961,0.516,0.136,119.947,0.906,4.000,0.781,0.504,731006,The Long Way Back,Winter In Finland,2006
ARB2M051187FB56FA9,"New York, NY",40.715,-74.007,Spoonie Gee,0.423,0.619,old school hip-hop,1.000,SOBHQIJ12A6D4FC7D3,ARNULK21187FB46537,-6.619,hip hop,393.639,0.056,1.537,0.577,0.210,0.179,1.000,0.421,1,0.155,379.478,0.778,0.063,135.503,1.000,5.000,0.677,0.544,531997,The Sugar Hill Records Story,Spoonie Is Back,0
ARBJI5N1187FB400D0,"New York, NY",40.715,-74.007,Jay & The Americans,0.360,0.547,,0.000,SOGQRTH12A6D4F41A0,AR67U2G1187FB3F935,-11.737,soft rock,137.195,0.067,1.302,0.800,0.287,0.479,5.000,0.786,1,0.769,131.866,0.537,0.041,119.441,0.966,4.000,0.564,0.628,23951,Come A Little Bit Closer,Some Enchanted Evening,1988
ARNAIMI1187FB5733C,Miami,37.157,-63.933,Rick Ross,0.701,0.853,,0.000,SOLDKTL12AC3DF99EC,ARBZJCN1269FCD5E3C,-8.451,gangster rap,105.404,0.164,0.516,0.164,0.516,0.000,7.000,0.506,1,0.443,102.539,0.084,0.237,121.708,0.953,1.000,1.000,0.300,776252,Legendary,They Know (Remix),0
ARLFUII1187FB565E5,Not available,37.157,-63.933,I Wayne,0.438,0.682,hip hop rnb and dance hall,1.000,SOQHIVV12A6D4FB2BE,ARGYA2F1187FB41EA4,-5.587,roots reggae,244.323,0.058,1.530,0.817,0.625,0.258,6.000,0.508,1,0.522,236.193,0.551,0.100,67.606,0.970,5.000,0.877,0.465,134156,Lava Ground,Grow Proper,2005
ARJD6I01187FB50347,Not available,37.157,-63.933,Anna Abreu,0.416,0.613,finnish,1.000,SOSUVLO12A8AE487E6,ARKHHBF1187B9B812C,-6.692,shock rock,205.453,0.218,2.960,0.533,2.542,2.577,4.000,0.593,0,0.581,193.440,0.398,2.333,143.864,0.926,4.000,0.447,0.479,280401,Anna Abreu,Shame,2007
ARDNS031187B9924F0,Georgia,32.678,-83.223,Tim Wilson,0.350,0.460,,0.000,SOTUBHO12A6D4F808B,AR74HI61187FB5327F,-8.073,filk,154.279,0.126,1.077,0.987,0.430,0.000,9.000,0.662,1,0.684,148.579,0.638,0.107,92.755,1.000,4.000,0.507,0.266,24739,It's A Sorry World,It Takes A Village (To Raise A Nut) (Live),0
ARNBIUE1187FB3E846,"London, United Kingdom",51.506,-0.127,Benga,0.465,0.704,soul and reggae,1.000,SOWLAQT12A8C13D037,AREFFEC1187B98E12F,-11.357,dubstep,233.169,0.213,1.121,0.757,0.166,0.000,2.000,0.830,1,0.428,219.585,0.757,0.166,139.994,1.000,4.000,0.794,0.626,213363,Diary Of An Afro Warrior,Zero M2,2008
AR9E0A21187B989609,Not available,37.157,-63.933,Anneli Drecker,0.340,0.505,,0.000,SOTINEI12A6D4FB826,ARRVPS21187B9B28AE,-6.808,downtempo,262.504,0.039,1.021,0.547,0.520,0.241,8.000,0.052,1,0.273,249.498,1.000,0.272,120.196,1.000,4.000,0.000,0.367,49911,Tundra,Fire Alarm,0
ARFKYG51187FB4CE41,"Halifax, Nova Scotia, Canada",44.646,-63.574,April Wine,0.410,0.657,,0.000,SOPKWZP12A6D4F7DAF,ARMXJIZ1187FB4D8A0,-13.613,pop rock,200.907,0.168,1.438,0.880,0.480,0.000,4.000,0.152,1,0.214,200.907,0.631,0.480,127.463,0.958,4.000,0.640,0.604,143812,Harder . . . Faster,Babes In Arms,1979
